Household_ID,State,No_of_Residents,No_of_Appliances,AC_Units,Has_Solar,Monthly_Income,Region,Year,Monthly_Electricity_kWh
455,Uttar Pradesh,4,6,0,0,81322,Urban,2016,208.99
456,Karnataka,3,24,1,0,149442,Urban,2023,467.04
457,Delhi,6,28,2,0,84158,Rural,2023,792.92
458,Punjab,2,27,1,1,129918,Rural,2021,388.78
459,Karnataka,5,29,2,0,36296,Urban,2018,788.93
460,Karnataka,5,9,2,0,135014,Urban,2019,670.62
461,Tamil Nadu,5,26,1,0,67775,Urban,2015,643.28
462,Uttar Pradesh,6,28,2,1,88321,Rural,2020,578.86
463,Delhi,6,19,2,0,79569,Rural,2023,658.37
464,Maharashtra,9,16,0,0,110731,Urban,2020,479.26
465,Gujarat,4,18,1,0,99940,Urban,2023,550.39
466,West Bengal,8,15,1,0,121779,Urban,2016,609.88
467,Punjab,4,25,1,0,44791,Rural,2019,535.76
468,Maharashtra,4,13,2,0,102799,Rural,2017,579.42
469,Uttar Pradesh,7,24,2,0,16431,Rural,2021,634.52
470,Gujarat,5,12,2,0,72725,Rural,2016,512.82
471,Uttar Pradesh,6,16,1,0,91477,Rural,2015,544.2
472,Punjab,5,7,0,1,84291,Urban,2021,161.16
473,Karnataka,4,25,1,0,15640,Urban,2022,530.15
474,Gujarat,6,19,1,1,75863,Urban,2020,471.82
475,Karnataka,3,12,1,0,137311,Urban,2017,479.45
476,Punjab,9,11,0,0,73624,Rural,2017,372.58
477,Maharashtra,2,21,1,0,129830,Rural,2017,461.77
478,Punjab,2,16,0,0,71320,Urban,2019,221.21
479,Maharashtra,4,24,0,1,36996,Urban,2018,346.29
480,Gujarat,8,22,1,1,65995,Urban,2023,500.16
481,Gujarat,5,22,1,0,143511,Rural,2015,370.85
482,Delhi,3,19,1,0,48320,Urban,2023,569.07
483,Uttar Pradesh,6,27,2,0,114245,Urban,2022,789.79
484,Delhi,8,7,0,0,47704,Rural,2020,408.03
485,Uttar Pradesh,5,23,1,0,136582,Rural,2023,548.04
486,Delhi,4,19,0,0,95090,Urban,2020,367.53
487,Karnataka,5,20,2,0,137782,Urban,2021,611.29
488,Gujarat,4,26,2,0,128862,Urban,2018,745.44
489,Maharashtra,7,26,1,0,145839,Rural,2020,734.56
490,Uttar Pradesh,2,21,0,0,61580,Urban,2017,346.08
491,Punjab,8,5,2,0,140861,Urban,2019,735.14
492,Uttar Pradesh,2,15,2,1,40186,Rural,2018,458.56
493,Maharashtra,5,10,0,0,147865,Urban,2018,318.79
494,Delhi,3,27,2,0,41049,Urban,2016,589.77
495,Uttar Pradesh,6,13,0,0,136946,Rural,2020,231.04
496,West Bengal,4,24,1,0,135423,Rural,2017,501.04
497,Karnataka,6,20,0,0,36318,Rural,2021,435.1
498,Gujarat,2,10,1,0,48533,Urban,2023,358.2
499,Maharashtra,9,16,0,0,89344,Rural,2015,485.49
500,Gujarat,3,23,2,0,79172,Urban,2020,598.93
501,West Bengal,3,17,1,0,33557,Urban,2021,502.09
502,Uttar Pradesh,6,17,0,0,58100,Urban,2023,379.53
503,Uttar Pradesh,2,8,1,1,91920,Rural,2018,167.51
504,Punjab,9,13,0,1,77688,Rural,2021,321.41
505,West Bengal,6,18,0,0,43162,Urban,2022,281.83
506,Maharashtra,5,18,1,0,131839,Rural,2020,424.15
507,Punjab,3,21,1,0,83255,Urban,2019,630.99
508,Karnataka,3,9,1,0,54235,Urban,2016,380.06
509,Punjab,5,27,2,0,78881,Urban,2015,844.29
510,Tamil Nadu,2,23,0,0,132074,Urban,2017,288.15
511,Maharashtra,3,6,0,1,114508,Rural,2022,-10.22
512,Tamil Nadu,8,17,1,0,31971,Urban,2019,615.86
513,West Bengal,9,15,0,0,59703,Urban,2019,436.24
514,Delhi,7,6,0,0,101533,Urban,2023,326.66
515,Tamil Nadu,7,5,0,1,68046,Urban,2023,250.35
516,Karnataka,7,25,1,0,64945,Urban,2023,757.23
517,Punjab,4,7,0,0,28525,Urban,2022,231.27
518,Delhi,8,16,0,0,106361,Rural,2022,446.7
519,Punjab,4,11,2,1,90349,Rural,2016,442.12
520,Tamil Nadu,2,5,2,0,27693,Rural,2016,392.01
521,Punjab,5,13,1,0,34973,Urban,2019,445.45
522,West Bengal,6,22,0,0,63419,Urban,2020,460.57
523,Delhi,8,28,0,0,50594,Urban,2019,537.14
524,West Bengal,9,24,2,0,107497,Urban,2022,853.81
525,Tamil Nadu,2,10,1,0,37391,Urban,2015,371.31
526,West Bengal,6,13,1,0,121754,Urban,2020,394.18
527,Karnataka,2,27,0,0,68605,Urban,2019,323.29
528,Tamil Nadu,4,12,2,0,139151,Urban,2016,639.02
529,Tamil Nadu,7,27,2,0,24936,Urban,2022,829.84
530,Tamil Nadu,5,22,2,0,28917,Urban,2021,760.75
531,Maharashtra,4,29,0,0,85173,Urban,2019,407.56
532,Punjab,5,19,0,0,75596,Rural,2016,335.62
533,Maharashtra,8,5,0,0,44802,Urban,2016,262.58
534,Maharashtra,6,18,2,0,66359,Urban,2015,775.42
535,Karnataka,2,22,1,1,121352,Urban,2022,445.96
536,Delhi,3,23,0,0,125863,Rural,2020,301.33
537,Punjab,3,23,0,0,51261,Rural,2016,210.45
538,West Bengal,5,14,1,0,92661,Urban,2020,620.46
539,Uttar Pradesh,7,24,1,0,84591,Urban,2018,696.48
540,Tamil Nadu,7,25,2,1,44928,Rural,2017,691.63
541,West Bengal,5,10,0,0,84204,Urban,2023,350.08
542,Tamil Nadu,4,21,2,0,121107,Urban,2017,699.44
543,Karnataka,3,18,0,1,51425,Urban,2022,199.42
544,Tamil Nadu,4,17,2,0,62320,Rural,2022,531.74
545,Maharashtra,6,12,2,0,73719,Urban,2019,707.77
546,Punjab,3,26,1,0,124856,Urban,2020,521.99
547,Uttar Pradesh,6,14,0,0,138952,Urban,2019,304.68
548,Gujarat,2,13,1,0,133295,Urban,2018,364.41
549,Tamil Nadu,4,9,1,0,149420,Urban,2017,400.0
550,West Bengal,5,27,1,0,119130,Rural,2022,591.22
551,Maharashtra,3,8,0,0,71780,Urban,2020,235.06
552,Gujarat,4,10,2,0,113216,Rural,2015,552.88
553,Uttar Pradesh,5,10,2,0,21560,Rural,2022,483.91
554,Gujarat,2,17,0,0,133303,Rural,2018,280.89
555,Maharashtra,3,8,0,1,110732,Urban,2016,132.43
556,Punjab,6,26,2,0,63792,Urban,2019,806.83
557,Punjab,2,12,2,1,67667,Urban,2016,492.74
558,Delhi,7,9,1,0,39425,Urban,2016,479.89
559,Punjab,5,6,2,0,28106,Urban,2020,584.19
560,Delhi,9,13,1,0,51464,Urban,2019,635.39
561,Gujarat,3,15,2,0,147284,Urban,2022,458.21
562,Karnataka,3,24,2,0,45550,Urban,2017,635.89
563,West Bengal,8,24,2,1,76019,Rural,2022,715.45
564,West Bengal,8,15,1,0,143715,Rural,2022,533.48
565,Gujarat,2,11,1,0,118934,Urban,2018,284.24
566,Tamil Nadu,3,18,2,0,34170,Rural,2022,546.66
567,Tamil Nadu,5,10,1,0,67221,Urban,2018,494.07
568,Punjab,2,8,1,0,116144,Urban,2018,350.83
569,West Bengal,6,10,1,0,110678,Urban,2018,435.56
570,West Bengal,2,7,1,0,109435,Rural,2020,262.24
571,Delhi,2,27,0,0,46284,Urban,2020,298.47
572,Karnataka,9,10,1,0,31257,Urban,2015,524.54
573,Maharashtra,6,7,2,0,119386,Urban,2018,563.09
574,Tamil Nadu,7,5,1,0,127331,Rural,2017,491.79
575,West Bengal,8,25,2,0,22903,Urban,2023,912.24
576,Delhi,5,22,1,0,130958,Urban,2023,611.06
577,Uttar Pradesh,7,27,2,0,118175,Urban,2015,858.65
578,Delhi,7,27,0,0,83794,Urban,2016,450.9
579,Tamil Nadu,7,8,2,0,52708,Urban,2023,550.61
580,Tamil Nadu,8,10,1,0,95030,Urban,2016,586.45
581,Delhi,4,21,1,0,83725,Rural,2020,376.77
582,Maharashtra,8,22,2,0,44056,Rural,2016,764.96
583,Gujarat,7,10,0,0,125965,Rural,2019,245.7
584,Tamil Nadu,4,6,1,0,62507,Urban,2021,396.98
585,Delhi,6,16,1,0,77812,Urban,2015,541.45
586,West Bengal,8,16,2,1,90872,Urban,2020,676.45
587,Delhi,5,8,2,0,37093,Urban,2022,520.69
588,Karnataka,7,20,0,0,92578,Rural,2021,396.54
589,Gujarat,3,24,2,0,116309,Rural,2022,577.66
590,Uttar Pradesh,6,14,1,0,32591,Rural,2019,479.7
591,Maharashtra,4,29,2,0,49685,Rural,2015,757.29
592,Punjab,8,14,0,0,148851,Urban,2017,500.86
593,Uttar Pradesh,5,11,0,1,149114,Rural,2019,49.48
594,Gujarat,2,18,1,0,84086,Urban,2019,492.07
595,Gujarat,5,11,2,0,19494,Rural,2023,645.22
596,Gujarat,5,16,1,0,16062,Urban,2017,383.79
597,Uttar Pradesh,7,15,0,0,117945,Rural,2019,324.52
598,West Bengal,7,21,0,0,89469,Rural,2016,368.3
599,Gujarat,8,15,2,1,136082,Urban,2016,614.32
600,Delhi,8,25,2,0,31766,Urban,2019,901.49
601,Uttar Pradesh,9,7,1,0,146138,Rural,2023,406.73
602,Punjab,4,23,0,0,35287,Rural,2016,283.41
603,Gujarat,9,26,1,0,93323,Rural,2022,632.4
604,Delhi,8,8,1,0,101770,Rural,2017,584.11
605,West Bengal,4,12,1,0,147507,Rural,2017,339.68
606,Karnataka,7,18,0,0,114957,Rural,2016,381.35
607,West Bengal,7,24,2,0,94837,Urban,2018,738.42
608,Punjab,3,28,0,1,54592,Urban,2021,316.53
609,Gujarat,3,18,1,0,36873,Urban,2019,452.79
610,Punjab,6,20,0,1,106917,Urban,2017,311.17
611,Uttar Pradesh,7,19,1,0,53961,Urban,2022,540.8
612,Tamil Nadu,2,16,1,0,149668,Urban,2022,449.26
613,Gujarat,3,20,2,0,85851,Rural,2022,680.97
614,Tamil Nadu,4,24,1,1,71689,Urban,2018,355.09
615,Delhi,5,23,0,0,122794,Urban,2017,383.53
616,Karnataka,8,9,2,0,33647,Rural,2022,656.51
617,Maharashtra,8,16,2,0,102331,Urban,2020,777.07
618,Punjab,6,9,2,0,108509,Urban,2021,621.06
619,West Bengal,3,14,2,0,103599,Rural,2015,635.68
620,Karnataka,5,21,2,0,131141,Urban,2020,664.25
621,Gujarat,5,19,0,0,81143,Urban,2017,388.26
622,Tamil Nadu,3,12,1,0,104806,Rural,2021,375.65
623,West Bengal,2,12,1,0,132528,Urban,2017,464.23
624,Tamil Nadu,2,12,1,0,32801,Urban,2016,369.15
625,Uttar Pradesh,6,14,1,1,75683,Rural,2017,315.84
626,Tamil Nadu,9,24,2,0,145372,Urban,2021,836.74
627,Uttar Pradesh,2,17,1,0,138409,Rural,2015,394.45
628,Delhi,6,20,1,0,113059,Urban,2023,556.69
629,West Bengal,9,13,2,0,129528,Urban,2022,648.78
630,West Bengal,9,20,2,0,73861,Rural,2023,766.03
631,Maharashtra,4,14,2,0,29738,Urban,2017,667.71
632,Gujarat,9,7,1,1,16917,Urban,2023,459.7
633,Uttar Pradesh,3,27,2,0,60953,Rural,2017,596.24
634,Maharashtra,9,26,2,0,144652,Rural,2019,806.87
635,Tamil Nadu,5,29,0,0,34948,Urban,2019,513.1
636,Tamil Nadu,6,18,0,0,135558,Urban,2023,383.85
637,Maharashtra,8,17,1,1,30629,Urban,2015,444.05
638,West Bengal,2,8,2,0,98554,Rural,2016,387.61
639,Tamil Nadu,8,8,1,0,15125,Urban,2020,633.3
640,Punjab,6,10,0,0,77394,Urban,2019,398.08
641,Delhi,7,28,0,0,103185,Urban,2018,560.73
642,Delhi,6,23,2,0,80887,Urban,2017,745.63
643,Punjab,2,15,1,0,146521,Urban,2015,354.27
644,Maharashtra,7,12,0,1,22172,Urban,2023,362.52
645,Punjab,7,18,2,0,83604,Urban,2015,721.75
646,Uttar Pradesh,9,12,1,0,28469,Rural,2021,475.82
647,Uttar Pradesh,2,18,2,0,120960,Urban,2019,598.04
648,Maharashtra,7,27,2,1,114096,Rural,2016,767.9
649,Punjab,3,11,0,0,82914,Urban,2018,155.94
650,Uttar Pradesh,5,25,1,0,70869,Rural,2016,477.36
651,West Bengal,8,22,0,0,58328,Urban,2021,411.28
652,Punjab,3,16,1,1,20856,Rural,2018,263.68
653,West Bengal,3,18,1,0,66575,Urban,2022,503.53
654,Uttar Pradesh,2,19,2,0,25533,Urban,2015,544.17
655,Delhi,9,22,2,0,42026,Urban,2023,859.58
656,Uttar Pradesh,2,16,1,1,52584,Urban,2022,356.1
657,West Bengal,8,14,2,1,63779,Rural,2021,540.78
658,Karnataka,5,16,0,0,113881,Urban,2022,414.01
659,Gujarat,6,12,1,1,20319,Urban,2018,371.47
660,Tamil Nadu,3,10,0,0,124600,Urban,2021,265.68
661,Punjab,7,28,2,0,123027,Urban,2019,789.99
662,Karnataka,5,23,1,0,68290,Urban,2021,617.31
663,Uttar Pradesh,3,5,2,1,133420,Urban,2019,314.7
664,Delhi,6,17,0,0,50538,Urban,2016,478.87
665,Maharashtra,9,26,1,0,103481,Urban,2019,651.1
666,Uttar Pradesh,7,20,2,0,36277,Rural,2017,741.79
667,Delhi,3,22,0,0,116457,Urban,2019,379.84
668,Gujarat,4,16,0,0,143212,Urban,2019,410.69
669,Uttar Pradesh,8,29,2,0,138811,Urban,2020,909.78
670,West Bengal,5,9,1,0,118174,Urban,2022,485.59
671,Maharashtra,8,25,2,0,79708,Urban,2022,792.73
672,Delhi,2,17,1,1,58784,Rural,2016,256.02
673,Delhi,3,12,0,0,99012,Urban,2020,359.2
674,Delhi,7,10,0,0,125080,Urban,2022,332.51
675,Gujarat,7,7,0,0,123515,Rural,2016,347.74
676,Uttar Pradesh,5,29,2,0,127364,Urban,2019,770.78
677,Gujarat,5,24,2,0,33253,Urban,2016,699.65
678,Punjab,8,8,2,0,124587,Rural,2016,544.3
679,Tamil Nadu,7,16,0,1,115294,Urban,2017,317.32
680,Tamil Nadu,7,17,1,0,115983,Urban,2019,584.53
681,Punjab,7,6,2,0,28352,Urban,2020,603.24
682,Uttar Pradesh,3,23,2,1,30269,Rural,2019,503.31
683,West Bengal,7,8,2,1,23491,Urban,2022,609.92
684,Gujarat,2,27,0,0,97154,Urban,2021,266.04
685,Maharashtra,7,17,1,0,130792,Rural,2019,512.43
686,Delhi,2,23,1,0,90802,Urban,2022,497.87
687,Delhi,3,12,1,0,114061,Urban,2018,482.71
688,Uttar Pradesh,5,12,2,0,42481,Urban,2018,629.48
689,West Bengal,9,20,2,0,51011,Urban,2020,741.86
690,Tamil Nadu,2,15,1,0,62623,Urban,2019,433.68
691,Tamil Nadu,3,22,0,0,149977,Rural,2020,246.15
692,Delhi,9,8,1,0,63292,Urban,2016,618.61
693,Uttar Pradesh,9,28,2,0,16339,Rural,2015,873.57
694,Gujarat,7,5,1,0,67653,Urban,2021,465.64
695,Tamil Nadu,3,5,1,0,25724,Urban,2016,383.63
696,Gujarat,9,18,1,0,123180,Rural,2017,545.11
697,West Bengal,7,8,0,0,24713,Urban,2017,234.36
698,Tamil Nadu,8,15,2,0,136080,Urban,2023,793.91
699,Tamil Nadu,3,22,2,0,46087,Rural,2018,632.7
700,Karnataka,9,20,1,0,146900,Urban,2020,776.34
701,Tamil Nadu,5,21,2,0,60252,Rural,2022,653.47
702,Punjab,2,28,0,0,34042,Rural,2020,280.53
703,Maharashtra,8,6,1,0,39411,Urban,2020,423.65
704,Punjab,5,8,0,0,145361,Rural,2016,204.64
705,Uttar Pradesh,4,7,1,0,106070,Urban,2022,415.06
706,Uttar Pradesh,7,19,1,0,110327,Rural,2015,599.67
707,Gujarat,9,6,1,0,50825,Rural,2021,526.23
708,Punjab,2,28,0,0,106865,Urban,2023,443.34
709,Punjab,5,23,2,0,61805,Urban,2023,743.38
710,Punjab,2,13,2,0,54201,Rural,2017,468.8
711,West Bengal,4,14,2,0,147214,Rural,2015,554.35
712,Tamil Nadu,6,25,2,0,62627,Rural,2022,789.8
713,Maharashtra,7,29,0,1,146383,Rural,2017,381.63
714,Gujarat,7,23,2,1,27952,Urban,2022,748.8
715,Punjab,3,9,2,0,106776,Urban,2021,572.62
716,Punjab,9,18,1,0,35681,Rural,2022,657.16
717,Karnataka,7,14,0,0,55309,Urban,2019,403.08
718,Gujarat,7,20,1,0,61753,Rural,2018,609.92
719,Punjab,5,10,2,0,23976,Rural,2023,521.86
720,Gujarat,8,29,1,0,60696,Rural,2016,637.71
721,Tamil Nadu,7,12,2,1,146533,Urban,2017,466.33
722,Karnataka,7,6,1,0,132140,Rural,2016,316.71
723,Gujarat,9,22,0,0,54754,Urban,2016,535.59
724,Maharashtra,4,25,1,0,46674,Urban,2018,571.41
725,Maharashtra,8,25,1,0,120299,Rural,2020,772.22
726,Uttar Pradesh,4,25,1,0,47703,Rural,2018,491.96
727,Karnataka,9,24,1,0,88333,Urban,2021,776.91
728,Karnataka,2,12,2,0,124686,Rural,2022,520.76
729,Uttar Pradesh,2,9,1,0,16625,Urban,2021,405.65
730,Gujarat,7,21,0,0,93146,Rural,2018,460.94
731,Karnataka,7,20,1,0,83645,Rural,2015,492.64
732,Maharashtra,3,9,0,1,118707,Urban,2019,117.18
733,Maharashtra,2,21,1,1,111061,Urban,2017,416.15
734,Punjab,5,8,2,0,37195,Urban,2021,575.93
735,Tamil Nadu,7,5,0,1,91143,Urban,2018,193.14
736,Karnataka,5,26,0,0,80750,Urban,2019,444.6
737,Gujarat,7,10,1,0,144943,Urban,2023,570.07
738,Uttar Pradesh,9,5,2,0,69129,Urban,2017,603.19
739,Uttar Pradesh,5,28,2,0,54163,Rural,2023,651.88
740,Gujarat,6,8,0,1,67273,Urban,2015,248.18
741,West Bengal,5,6,1,0,67954,Rural,2018,357.54
742,Delhi,8,17,2,0,79324,Rural,2016,712.84
743,Tamil Nadu,2,18,2,0,41567,Urban,2021,708.19
744,Uttar Pradesh,7,21,2,0,21127,Urban,2017,798.69
745,Karnataka,2,15,1,0,130376,Urban,2018,402.2
746,Tamil Nadu,8,7,1,1,98318,Rural,2021,376.03
747,Karnataka,8,11,0,0,49677,Urban,2020,400.89
748,West Bengal,5,14,1,0,98764,Urban,2018,518.98
749,Maharashtra,4,15,2,0,29213,Rural,2021,574.73
750,Tamil Nadu,4,14,0,0,69109,Rural,2020,198.46
751,Punjab,8,12,1,1,19740,Urban,2022,435.14
752,Uttar Pradesh,4,9,2,1,92922,Rural,2023,466.14
753,Tamil Nadu,7,27,2,0,147798,Urban,2019,851.94
754,Tamil Nadu,3,6,0,0,82546,Urban,2020,272.17
755,Tamil Nadu,6,19,0,0,66422,Urban,2023,305.67
756,Delhi,5,20,1,1,112397,Urban,2018,489.29
757,Tamil Nadu,3,8,1,0,131850,Urban,2021,318.42
758,Karnataka,4,26,0,0,50256,Urban,2015,502.92
759,Maharashtra,5,20,0,0,91150,Rural,2018,300.42
760,West Bengal,3,16,2,0,131715,Urban,2022,593.77
761,Gujarat,2,18,1,0,74693,Urban,2017,467.87
762,Tamil Nadu,4,16,2,0,23673,Rural,2016,649.26
763,Uttar Pradesh,9,25,0,1,64413,Rural,2017,463.24
764,Tamil Nadu,3,20,0,1,120042,Urban,2021,191.15
765,Uttar Pradesh,9,20,0,0,69170,Urban,2019,466.76
766,Karnataka,7,26,1,1,73550,Rural,2022,489.55
767,Uttar Pradesh,2,16,0,0,138553,Urban,2015,297.33
768,Punjab,4,6,0,0,26423,Urban,2021,232.24
769,Gujarat,6,27,1,0,81669,Urban,2019,760.93
770,Maharashtra,8,28,0,0,113383,Rural,2019,516.43
771,Uttar Pradesh,4,18,1,1,53800,Rural,2019,304.37
772,Uttar Pradesh,9,15,0,0,134190,Urban,2022,428.15
773,Maharashtra,7,13,1,1,77637,Rural,2017,391.15
774,Gujarat,6,26,1,0,37534,Urban,2015,689.49
775,Tamil Nadu,6,11,1,0,21268,Urban,2015,447.92
776,Uttar Pradesh,6,16,1,0,53419,Rural,2022,482.65
777,Maharashtra,5,21,2,1,27102,Urban,2019,593.32
778,Punjab,5,13,1,0,124150,Rural,2018,448.1
779,Punjab,9,10,1,0,71113,Urban,2018,459.27
780,Karnataka,8,16,1,1,35341,Urban,2019,499.35
781,Maharashtra,6,24,1,0,46167,Rural,2021,592.44
782,Karnataka,8,14,0,0,85189,Urban,2020,489.64
783,Punjab,2,13,0,0,53736,Urban,2021,160.57
784,Gujarat,6,16,1,0,34891,Rural,2018,492.97
785,Tamil Nadu,3,5,1,1,128700,Rural,2015,275.52
786,Maharashtra,6,6,2,0,104724,Rural,2018,589.89
787,West Bengal,9,23,1,0,130771,Urban,2017,708.11
788,Punjab,5,5,1,0,58421,Rural,2020,381.47
789,Punjab,5,20,1,1,90360,Rural,2022,386.94
790,West Bengal,3,20,0,1,114114,Rural,2017,244.73
791,Delhi,3,22,1,0,86817,Urban,2022,552.1
792,Punjab,4,22,1,0,92126,Rural,2016,493.53
793,Uttar Pradesh,2,27,2,1,124519,Urban,2021,592.61
794,Gujarat,2,17,0,0,80095,Urban,2017,287.38
795,Maharashtra,9,26,2,1,39526,Urban,2017,763.36
796,West Bengal,9,16,1,0,93658,Rural,2022,559.75
797,Uttar Pradesh,9,13,2,0,149369,Urban,2016,791.07
798,West Bengal,9,9,1,0,22406,Urban,2023,534.25
799,Maharashtra,9,13,1,0,88901,Urban,2022,589.61
800,Karnataka,9,17,0,0,69644,Urban,2018,487.73
801,Maharashtra,2,20,2,0,46912,Urban,2023,579.54
802,Delhi,7,14,1,0,61083,Rural,2015,484.12
803,Maharashtra,5,20,2,0,74903,Rural,2023,611.02
804,Maharashtra,2,18,0,0,128776,Urban,2022,345.0
805,Delhi,9,29,1,1,115868,Urban,2022,603.09
806,Gujarat,4,6,0,1,65808,Rural,2015,152.04
807,Punjab,4,29,2,0,109650,Rural,2022,794.98
808,Maharashtra,2,23,2,0,24104,Urban,2015,731.9
809,Delhi,3,15,2,1,116171,Urban,2015,421.75
810,Uttar Pradesh,4,23,1,0,23761,Rural,2016,523.13
811,Karnataka,8,15,1,0,42304,Rural,2016,486.66
812,Karnataka,3,18,1,0,119941,Urban,2019,437.73
813,Maharashtra,8,19,0,1,47363,Rural,2021,332.09
814,Gujarat,5,29,2,0,136133,Urban,2020,782.97
815,Gujarat,7,11,2,0,67741,Rural,2018,633.06
816,Uttar Pradesh,4,19,2,0,148526,Rural,2015,696.37
817,Maharashtra,3,28,0,0,66319,Urban,2019,455.07
818,Karnataka,9,27,1,0,47128,Rural,2018,612.37
819,Gujarat,8,29,0,0,39060,Rural,2023,545.17
820,Maharashtra,2,12,2,0,75104,Rural,2020,487.29
821,West Bengal,8,8,2,0,123437,Rural,2019,651.22
822,Gujarat,8,22,0,0,114520,Urban,2018,460.34
823,Delhi,5,18,1,0,46610,Urban,2019,624.96
824,West Bengal,6,25,1,0,139431,Urban,2017,704.35
825,Punjab,6,22,2,0,81457,Urban,2022,743.35
826,Gujarat,2,8,0,0,111987,Urban,2023,145.24
827,Karnataka,5,6,1,0,100871,Urban,2015,348.67
828,Tamil Nadu,5,25,0,1,130677,Urban,2019,376.23
829,West Bengal,9,10,2,0,88873,Urban,2020,746.53
830,Punjab,5,15,2,0,100578,Urban,2017,579.58
831,Uttar Pradesh,5,5,2,0,120227,Urban,2017,501.22
832,Uttar Pradesh,6,19,2,0,66361,Urban,2020,751.94
833,Karnataka,3,16,1,1,109799,Rural,2022,226.61
834,Gujarat,5,28,2,0,54925,Rural,2016,826.62
835,Maharashtra,3,22,1,0,66956,Urban,2021,474.16
836,Gujarat,8,9,1,0,122497,Rural,2015,530.13
837,Karnataka,8,15,0,1,45505,Rural,2015,307.69
838,Uttar Pradesh,5,28,2,0,75338,Urban,2016,734.09
839,Gujarat,4,25,1,0,33514,Rural,2023,504.86
840,Uttar Pradesh,7,23,0,0,149497,Rural,2019,434.89
841,West Bengal,4,26,0,0,66327,Urban,2015,437.97
842,Punjab,8,5,2,1,129588,Urban,2020,560.5
843,Maharashtra,7,21,2,0,91572,Urban,2016,778.99
844,West Bengal,4,12,0,0,75443,Urban,2023,289.87
845,Uttar Pradesh,5,27,1,1,90503,Urban,2021,564.5
846,Uttar Pradesh,3,20,2,1,108424,Rural,2015,474.95
847,Tamil Nadu,7,15,0,0,79603,Rural,2018,310.46
848,Tamil Nadu,6,23,0,0,136931,Urban,2015,503.62
849,West Bengal,2,28,1,1,89497,Rural,2021,420.36
850,Delhi,7,15,1,1,134039,Rural,2019,455.27
851,West Bengal,7,19,0,1,50174,Urban,2019,355.73
852,Tamil Nadu,6,12,1,0,83894,Urban,2023,430.6
853,Uttar Pradesh,5,18,2,0,131772,Rural,2021,642.28
854,Karnataka,4,5,0,0,85327,Urban,2018,210.81
855,West Bengal,4,14,1,0,75892,Urban,2015,405.48
856,Uttar Pradesh,8,11,1,0,45392,Urban,2018,584.37
857,Karnataka,3,22,1,0,31750,Rural,2022,468.21
858,Karnataka,5,16,1,0,84656,Urban,2015,547.18
859,Tamil Nadu,6,6,0,0,48437,Urban,2021,286.37
860,West Bengal,5,22,1,0,83369,Rural,2020,564.11
861,Gujarat,5,25,2,0,16670,Urban,2017,775.28
862,Maharashtra,4,11,2,1,106726,Urban,2021,504.97
863,Tamil Nadu,6,24,0,0,135093,Urban,2022,428.47
864,Tamil Nadu,9,16,0,0,86044,Urban,2016,572.54
865,Gujarat,2,24,2,0,66616,Urban,2022,630.61
866,Maharashtra,7,29,2,0,116679,Urban,2020,776.01
867,Uttar Pradesh,4,18,0,0,85019,Rural,2019,329.72
868,Delhi,6,14,2,1,55588,Urban,2019,559.4
869,West Bengal,3,13,2,0,93834,Rural,2021,568.66
870,Delhi,7,27,0,0,110849,Rural,2018,491.21
871,Uttar Pradesh,7,19,0,0,146865,Rural,2015,406.79
872,Punjab,9,24,1,0,94379,Urban,2019,686.9
873,Tamil Nadu,9,28,1,0,51063,Urban,2021,688.14
874,Maharashtra,4,14,2,0,21769,Rural,2015,563.8
875,Tamil Nadu,8,23,0,1,76035,Urban,2019,394.36
876,Karnataka,3,23,1,1,103000,Rural,2015,349.13
877,Tamil Nadu,4,16,2,0,15984,Urban,2021,663.85
878,Tamil Nadu,5,27,2,0,131800,Urban,2015,879.84
879,Uttar Pradesh,8,16,2,0,117018,Rural,2023,810.36
880,Uttar Pradesh,6,13,2,0,40368,Urban,2017,713.54
881,Uttar Pradesh,9,24,0,0,130650,Urban,2016,600.44
882,Delhi,3,8,2,0,90239,Urban,2022,552.82
883,Karnataka,7,5,1,0,122228,Rural,2018,390.22
884,Punjab,4,20,0,1,96826,Urban,2017,215.07
885,Punjab,9,5,2,0,78510,Rural,2020,659.01
886,Uttar Pradesh,7,17,1,0,85718,Urban,2015,551.31
887,Maharashtra,3,7,1,0,74918,Rural,2015,367.28
888,Delhi,9,16,0,0,26726,Rural,2021,415.0
889,Gujarat,9,27,0,0,90202,Urban,2021,565.73
890,Maharashtra,7,13,0,0,97424,Urban,2022,476.45
891,West Bengal,4,8,1,0,42984,Rural,2021,398.97
892,West Bengal,8,6,1,0,131379,Rural,2019,485.0
893,Maharashtra,4,26,2,0,105401,Urban,2021,683.06
894,Uttar Pradesh,2,26,0,0,139559,Rural,2016,310.26
895,Gujarat,9,13,0,0,52096,Rural,2021,422.59
896,Gujarat,7,24,0,0,111906,Urban,2020,371.06
897,Delhi,2,28,0,0,18542,Rural,2022,326.42
898,Gujarat,8,17,1,0,41008,Urban,2021,568.8
899,West Bengal,2,18,0,0,128228,Urban,2021,342.2
900,Karnataka,7,7,1,0,26637,Urban,2020,499.14
901,Uttar Pradesh,3,22,1,0,121492,Rural,2015,419.06
902,Gujarat,5,13,0,0,110431,Urban,2020,361.16
903,Delhi,8,19,1,0,33753,Urban,2021,698.54
904,West Bengal,4,26,1,0,23037,Rural,2016,428.07
